YEAR,SEMESTER,CRS SUBJ CD,CRS NBR,CRS TITLE,DEPT CD,DEPT NAME,A,B,C,D,F,DFR,I,NR,S,U,W,Primary Instructor,Grade Regs
2014,Spring,CS,100,Discovering Computer Science,2699,Computer Science,21,12,9,0,2,0,0,0,0,0,2,"Reed, Dale F",46
2014,Spring,CS,107,Intro Comp & Programming,2699,Computer Science,15,24,19,12,8,0,0,0,0,0,11,"Theys, Mitchell D",89
2014,Spring,CS,109,Prog for Engineers w/MatLab,2699,Computer Science,59,44,38,1,10,0,0,0,0,0,16,"Hummel, Joseph E",168
2014,Spring,CS,111,Program Design I,2699,Computer Science,38,30,13,3,7,0,0,0,0,0,6,"Troy, Patrick A",97
2014,Spring,CS,141,Program Design II,2699,Computer Science,33,33,33,12,15,0,0,0,0,0,3,"Reed, Dale F",129
2014,Spring,CS,151,Foundations of Computing,2699,Computer Science,15,25,58,3,10,0,0,0,0,0,12,"Simonson, Charles",123
2014,Spring,CS,201,Discrete Structures I,2699,Computer Science,0,0,0,0,0,0,0,18,0,0,3,"Liu, Bing",21
2014,Spring,CS,211,Programming Practicum,2699,Computer Science,16,27,15,5,8,0,0,0,0,0,6,"Theys, Mitchell D",77
2014,Spring,CS,251,Data Structures,2699,Computer Science,18,23,14,5,7,0,0,2,0,0,6,"Lillis, John P",75
2014,Spring,CS,261,Machine Organization,2699,Computer Science,22,20,19,13,5,0,0,0,0,0,8,"Theys, Mitchell D",87
2014,Spring,CS,301,Languages and Automata,2699,Computer Science,11,19,23,2,1,0,1,0,0,0,0,"Simonson, Charles",57
2014,Spring,CS,341,Programming Language Concepts,2699,Computer Science,20,12,18,3,5,0,1,0,0,0,1,"Hummel, Joseph E",60
2014,Spring,CS,342,Software Design,2699,Computer Science,28,19,13,4,0,0,0,0,0,0,0,"Troy, Patrick A",64
2014,Spring,CS,361,Computer Systems,2699,Computer Science,13,12,12,3,4,0,1,0,0,0,2,"Bell, John T",47
2014,Spring,CS,362,Computer Design,2699,Computer Science,14,4,5,1,0,0,1,0,0,0,0,"Theys, Mitchell D",25
2014,Spring,CS,377,Communication and Ethics,2699,Computer Science,42,0,0,0,0,0,0,0,0,0,2,"Solworth, Jon A",44
2014,Spring,CS,385,Operating Systems,2699,Computer Science,5,4,5,0,2,0,0,0,0,0,3,"Kimpe, Dries",19
2014,Spring,CS,421,Language Processing,2699,Computer Science,18,13,6,1,3,0,0,0,0,0,0,"Di Eugenio, Barbara",41
2014,Spring,CS,422,User Interface Design,2699,Computer Science,9,9,7,5,0,0,0,0,0,0,2,"Lyons, Leilah B",32
2014,Spring,CS,426,Video Game Design,2699,Computer Science,17,2,0,0,0,0,0,0,0,0,1,"Tulewicz, Mark Roger",20
2014,Spring,CS,440,Software Engr I,2699,Computer Science,14,9,3,0,1,0,0,0,0,0,0,"Bell, John T",27
2014,Spring,CS,442,Software Engineering II,2699,Computer Science,5,7,1,0,0,0,0,0,0,0,0,"Grechanik, Mark",13
2014,Spring,CS,450,Intro to Networking,2699,Computer Science,19,10,7,0,2,0,0,0,0,0,2,"Bell, John T",40
2014,Spring,CS,469,Computer Systems Design,2699,Computer Science,5,5,3,0,0,0,0,0,0,0,0,"Rao, Wenjing",13
2014,Spring,CS,473,Compiler Design,2699,Computer Science,12,10,5,2,0,0,0,0,0,0,1,"Gjomemo, Rigel",30
2014,Spring,CS,474,Obj-Oriented Langs & Envs,2699,Computer Science,24,6,14,5,2,0,0,0,0,0,6,"Buy, Ugo A",57
2014,Spring,CS,480,Database Systems,2699,Computer Science,13,19,14,5,3,0,0,0,0,0,3,"Sistla, Aravinda Prasad",57
2014,Spring,CS,491,Intro to Machine Learning,2699,Computer Science,10,9,0,0,0,0,0,0,0,0,0,"Ziebart, Brian D",19
2014,Spring,CS,493,Special Problems,2699,Computer Science,36,0,0,0,0,0,0,0,0,0,0,"Troy, Patrick A",36
2014,Spring,CS,502,Computational Biology,2699,Computer Science,26,0,0,0,0,0,0,0,0,0,0,"DasGupta, Bhaskar",26
2014,Spring,CS,545,Formal Meth/Concur&Dist Systms,2699,Computer Science,0,0,0,0,0,0,0,14,0,0,0,"Thomas, Lynn Ann",14
2014,Spring,CS,553,Distributed Systems,2699,Computer Science,9,8,0,0,0,0,0,0,0,0,0,"Kshemkalyani, Ajay D",17
2014,Spring,CS,581,Database Management Systms,2699,Computer Science,12,9,0,0,0,0,0,0,0,0,0,"Wolfson, Ouri",21
2014,Spring,CS,582,Information Retrieval,2699,Computer Science,13,13,1,0,0,0,0,0,0,0,0,"Yu, Clement T",27
2014,Spring,CS,583,Data Mining & Text Mining,2699,Computer Science,11,7,4,1,0,0,0,0,0,0,1,"Liu, Bing",24
2014,Spring,CS,583,Data Mining & Text Mining,2699,Computer Science,0,0,0,0,0,0,0,14,0,0,0,"Thomas, Lynn Ann",14
2014,Spring,CS,588,Networked & Dist Syst Security,2699,Computer Science,18,0,0,0,1,0,0,0,0,0,0,"Solworth, Jon A",19
2014,Spring,ECE,469,Computer Systems Design,2699,Computer Science,17,8,1,0,0,0,0,0,0,0,0,"Rao, Wenjing",26
2014,Summer,CS,107,Intro Comp & Programming,2699,Computer Science,7,3,2,1,0,0,0,0,0,0,0,"Wong, Kong-Cheng",13
2014,Summer,CS,109,Prog for Engineers w/MatLab,2699,Computer Science,10,8,7,2,5,0,0,0,0,0,4,"Bell, John T",36
2014,Summer,CS,151,Foundations of Computing,2699,Computer Science,6,7,4,0,0,0,1,0,0,0,0,"Lillis, John P",18
2014,Summer,CS,480,Database Systems,2699,Computer Science,7,10,9,1,1,0,0,0,0,0,0,"Sistla, Aravinda Prasad",28
2014,Fall,CS,100,Discovering Computer Science,2699,Computer Science,19,26,9,4,1,0,1,0,0,0,2,"Reed, Dale F",62
2014,Fall,CS,107,Intro Comp & Programming,2699,Computer Science,22,38,19,0,5,0,0,0,0,0,4,"Wong, Kong-Cheng",88
2014,Fall,CS,109,Prog for Engineers w/MatLab,2699,Computer Science,84,47,31,12,16,0,28,0,0,0,15,"Hummel, Joseph E",233
2014,Fall,CS,111,Program Design I,2699,Computer Science,53,46,24,8,9,0,0,0,0,0,4,"Troy, Patrick A",144
2014,Fall,CS,141,Program Design II,2699,Computer Science,31,37,21,9,0,0,0,16,0,0,21,"Lillis, John P",135
2014,Fall,CS,151,Foundations of Computing,2699,Computer Science,23,26,19,13,7,0,0,3,0,0,10,"Berger-Wolf, Tanya Yonit",101
2014,Fall,CS,201,Discrete Structures I,2699,Computer Science,9,9,4,3,6,0,0,0,0,0,5,"Troy, Patrick A",36
2014,Fall,CS,211,Programming Practicum,2699,Computer Science,86,16,7,4,4,0,0,1,0,0,11,"Troy, Patrick A",129
2014,Fall,CS,251,Data Structures,2699,Computer Science,41,34,27,10,8,0,0,0,0,0,5,"Reed, Dale F",125
2014,Fall,CS,261,Machine Organization,2699,Computer Science,15,22,22,13,6,0,0,0,0,0,11,"Theys, Mitchell D",89
2014,Fall,CS,301,Languages and Automata,2699,Computer Science,17,20,21,5,1,0,0,0,0,0,4,"Sistla, Aravinda Prasad",68
2014,Fall,CS,341,Programming Language Concepts,2699,Computer Science,35,19,16,1,3,0,0,0,0,0,5,"Hummel, Joseph E",79
2014,Fall,CS,342,Software Design,2699,Computer Science,30,12,10,2,3,0,0,0,0,0,1,"Buy, Ugo A",58
2014,Fall,CS,361,Computer Systems,2699,Computer Science,18,29,7,1,4,0,0,0,0,0,6,"Bell, John T",65
2014,Fall,CS,362,Computer Design,2699,Computer Science,19,22,14,3,1,0,0,0,0,0,3,"Theys, Mitchell D",62
2014,Fall,CS,377,Communication and Ethics,2699,Computer Science,19,14,8,0,1,0,0,0,0,0,2,"Bell, John T",44
2014,Fall,CS,385,Operating Systems,2699,Computer Science,11,16,11,3,4,0,0,0,0,0,7,"Eriksson, Jakob L",52
2014,Fall,CS,411,Artificial Intelligence I,2699,Computer Science,29,16,8,1,0,0,0,0,0,0,8,"Gmytrasiewicz, Piotr",62
2014,Fall,CS,424,Visual Analytics,2699,Computer Science,5,16,4,3,0,0,0,0,0,0,4,"Johnson, Andrew E",32
2014,Fall,CS,440,Software Engr I,2699,Computer Science,42,8,7,0,0,0,0,0,0,0,3,"Bell, John T",60
2014,Fall,CS,441,Distrib Object Programming,2699,Computer Science,17,13,3,1,0,0,0,0,0,0,3,"Grechanik, Mark",37
2014,Fall,CS,450,Intro to Networking,2699,Computer Science,7,10,6,0,0,0,0,0,0,0,4,"Kanich, Chris",27
2014,Fall,CS,474,Obj-Oriented Langs & Envs,2699,Computer Science,14,19,15,7,1,0,1,0,0,0,3,"Buy, Ugo A",60
2014,Fall,CS,480,Database Systems,2699,Computer Science,8,10,13,1,0,0,0,17,0,0,4,"Wolfson, Ouri",53
2014,Fall,CS,487,Secure Computer Systems,2699,Computer Science,15,8,6,2,0,0,0,0,0,0,1,"Venkatesan Natarajan, Venkatakrishnan",32
2014,Fall,CS,488,Computer Graphics I,2699,Computer Science,7,4,3,0,0,0,0,0,0,0,0,"Forbes, Angus",14
2014,Fall,CS,514,Expert Systems,2699,Computer Science,11,2,0,0,0,0,0,0,0,0,0,"Gmytrasiewicz, Piotr",13
2014,Fall,CS,521,Stat Natural Lang Processing,2699,Computer Science,12,9,2,0,0,0,0,0,0,0,0,"Di Eugenio, Barbara",23
2014,Fall,CS,583,Data Mining & Text Mining,2699,Computer Science,14,6,4,0,2,0,0,0,0,0,0,"Liu, Bing",26
2014,Fall,CS,587,Computer Systems Security,2699,Computer Science,25,14,3,0,0,0,1,0,0,0,0,"Solworth, Jon A",43
2014,Fall,ECE,566,Parallel Processing,2699,Computer Science,11,6,4,1,0,0,0,0,0,0,0,"Kshemkalyani, Ajay D",22
2015,Spring,CS,100,Discovering Computer Science,2699,Computer Science,34,14,1,0,1,0,0,0,0,0,9,"Bell, John T",59
2015,Spring,CS,107,Intro Comp & Programming,2699,Computer Science,25,36,16,7,6,0,0,0,0,0,6,"Wong, Kong-Cheng",96
2015,Spring,CS,109,Prog for Engineers w/MatLab,2699,Computer Science,73,63,32,1,11,0,26,0,0,0,10,"Hummel, Joseph E",216
2015,Spring,CS,111,Program Design I,2699,Computer Science,51,25,5,6,2,1,0,0,0,0,0,"Reed, Dale F",90
2015,Spring,CS,111,Program Design I,2699,Computer Science,37,38,19,5,4,0,1,0,0,0,7,"Troy, Patrick A",111
2015,Spring,CS,141,Program Design II,2699,Computer Science,44,32,30,10,0,0,0,26,0,0,27,"Lillis, John P",169
2015,Spring,CS,151,Foundations of Computing,2699,Computer Science,19,43,59,16,0,0,0,0,0,0,8,"Gmytrasiewicz, Piotr",145
2015,Spring,CS,201,Discrete Structures I,2699,Computer Science,6,5,4,2,0,0,0,0,0,0,9,"Theys, Mitchell D",26
2015,Spring,CS,211,Programming Practicum,2699,Computer Science,54,25,10,4,3,0,0,0,0,0,3,"Troy, Patrick A",99
2015,Spring,CS,251,Data Structures,2699,Computer Science,29,22,26,8,2,0,1,0,0,0,9,"Reed, Dale F",97
2015,Spring,CS,261,Machine Organization,2699,Computer Science,28,27,19,13,8,0,0,0,0,0,9,"Theys, Mitchell D",104
2015,Spring,CS,301,Languages and Automata,2699,Computer Science,48,38,2,0,1,0,0,0,0,0,2,"Hummel, Joseph E",91
2015,Spring,CS,341,Programming Language Concepts,2699,Computer Science,39,25,12,1,0,0,0,0,0,0,2,"Hummel, Joseph E",79
2015,Spring,CS,342,Software Design,2699,Computer Science,38,24,9,6,4,0,0,0,0,0,1,"Buy, Ugo A",82
2015,Spring,CS,361,Computer Systems,2699,Computer Science,0,0,0,0,0,0,85,0,0,0,5,"Kanich, Chris",90
2015,Spring,CS,362,Computer Design,2699,Computer Science,20,29,10,0,4,0,0,0,0,0,7,"Theys, Mitchell D",70
2015,Spring,CS,377,Communication and Ethics,2699,Computer Science,30,11,1,0,1,0,0,0,0,0,2,"Reed, Dale F",45
2015,Spring,CS,385,Operating Systems,2699,Computer Science,7,16,21,11,4,0,0,0,0,0,8,"Eriksson, Jakob L",67
2015,Spring,CS,421,Language Processing,2699,Computer Science,13,21,3,1,3,0,1,0,0,0,1,"Di Eugenio, Barbara",43
2015,Spring,CS,422,User Interface Design,2699,Computer Science,31,7,3,0,1,0,0,0,0,0,1,"Marai, Georgeta-Elisabeta",43
2015,Spring,CS,426,Video Game Design,2699,Computer Science,26,5,3,0,0,0,0,0,0,0,1,"Tulewicz, Mark Roger",35
2015,Spring,CS,440,Software Engr I,2699,Computer Science,20,33,6,0,0,0,0,0,0,0,0,"Bell, John T",59
2015,Spring,CS,442,Software Engineering II,2699,Computer Science,18,11,5,0,0,0,0,0,0,0,0,"Bell, John T",34
2015,Spring,CS,450,Intro to Networking,2699,Computer Science,11,9,3,1,1,0,0,0,0,0,1,"Phung, Phu Huu",26
2015,Spring,CS,473,Compiler Design,2699,Computer Science,16,7,3,0,1,0,0,0,0,0,1,"Gjomemo, Rigel",28
2015,Spring,CS,477,Computing Law Policy & Ethics,2699,Computer Science,2,2,4,0,2,0,5,0,0,0,0,"Sloan, Robert Hal",15
2015,Spring,CS,478,Development of Mobile Apps,2699,Computer Science,24,16,13,7,3,0,0,0,0,0,4,"Buy, Ugo A",67
2015,Spring,CS,480,Database Systems,2699,Computer Science,15,13,10,6,2,0,0,0,0,0,2,"Sistla, Aravinda Prasad",48
2015,Spring,CS,486,Secure OS Design,2699,Computer Science,6,2,3,0,0,0,0,0,0,0,1,"Solworth, Jon A",12
2015,Spring,CS,491,Intro to Machine Learning,2699,Computer Science,13,11,0,3,0,0,0,0,0,0,1,"Ziebart, Brian D",28
2015,Spring,CS,502,Computational Biology,2699,Computer Science,28,1,0,1,0,0,0,0,0,0,0,"DasGupta, Bhaskar",30
2015,Spring,CS,511,Artificial Intelligence II,2699,Computer Science,8,2,0,0,0,0,0,0,0,0,0,"Gmytrasiewicz, Piotr",10
2015,Spring,CS,540,Adv Topics in Softwr Engr,2699,Computer Science,6,3,0,0,1,0,0,0,0,0,0,"Grechanik, Mark",10
2015,Spring,CS,545,Formal Meth/Concur&Dist Systms,2699,Computer Science,0,0,0,0,0,0,0,12,0,0,0,"Thomas, Lynn Ann",12
2015,Spring,CS,553,Distributed Systems,2699,Computer Science,11,4,0,0,1,0,0,0,0,0,1,"Kshemkalyani, Ajay D",17
2015,Spring,CS,581,Database Management Systms,2699,Computer Science,12,11,0,0,0,0,0,0,0,0,0,"Wolfson, Ouri",23
2015,Spring,CS,583,Data Mining & Text Mining,2699,Computer Science,12,13,3,0,0,0,0,0,0,0,0,"Liu, Bing",28
2015,Spring,CS,583,Data Mining & Text Mining,2699,Computer Science,0,0,0,0,0,0,0,12,0,0,0,"Thomas, Lynn Ann",12
2015,Spring,CS,594,High Performance Visualization,2699,Computer Science,9,1,0,0,0,0,0,0,0,0,0,"Johnson, Andrew E",10
2015,Spring,ECE,469,Computer Systems Design,2699,Computer Science,34,20,1,0,0,0,0,0,0,0,0,"Rao, Wenjing",55
2015,Summer,CS,107,Intro Comp & Programming,2699,Computer Science,12,8,0,0,1,0,0,0,0,0,1,"Troy, Patrick A",22
2015,Summer,CS,109,Prog for Engineers w/MatLab,2699,Computer Science,7,12,5,1,2,0,0,0,0,0,1,"Bell, John T",28
2015,Summer,CS,211,Programming Practicum,2699,Computer Science,6,1,0,0,0,0,1,0,0,0,2,"Lillis, John P",10
2015,Summer,CS,480,Database Systems,2699,Computer Science,23,11,1,0,1,0,0,0,0,0,0,"Hummel, Joseph E",36
2015,Fall,CS,100,Discovering Computer Science,2699,Computer Science,36,11,2,3,1,0,0,0,0,0,6,"Reed, Dale F",59
2015,Fall,CS,107,Intro Comp & Programming,2699,Computer Science,14,18,16,3,5,0,0,1,0,0,22,"Lillis, John P",79
2015,Fall,CS,109,Prog for Engineers w/MatLab,2699,Computer Science,88,67,47,13,18,0,3,0,0,0,18,"Hummel, Joseph E",254
2015,Fall,CS,111,Program Design I,2699,Computer Science,72,45,17,8,13,0,0,0,0,0,8,"Troy, Patrick A",163
2015,Fall,CS,141,Program Design II,2699,Computer Science,38,34,28,5,18,0,0,0,0,0,15,"Reed, Dale F",138
2015,Fall,CS,151,Foundations of Computing,2699,Computer Science,22,23,52,10,2,0,0,0,0,0,29,"Hogan, Douglas Joseph",138
2015,Fall,CS,201,Discrete Structures I,2699,Computer Science,9,15,10,3,0,0,0,0,0,0,6,"Theys, Mitchell D",43
2015,Fall,CS,211,Programming Practicum,2699,Computer Science,69,25,18,3,7,0,1,0,0,0,8,"Troy, Patrick A",131
2015,Fall,CS,251,Data Structures,2699,Computer Science,0,0,0,0,0,0,0,95,0,0,16,"Lillis, John P",111
2015,Fall,CS,261,Machine Organization,2699,Computer Science,22,23,33,16,4,0,0,0,0,0,14,"Theys, Mitchell D",112
2015,Fall,CS,301,Languages and Automata,2699,Computer Science,10,22,10,18,13,0,3,0,0,0,21,"Checkoway, Stephen Foster",97
2015,Fall,CS,341,Programming Language Concepts,2699,Computer Science,60,19,14,4,0,0,0,0,0,0,2,"Hummel, Joseph E",99
2015,Fall,CS,342,Software Design,2699,Computer Science,14,31,21,2,3,0,0,0,0,0,13,"Hogan, Douglas Joseph",84
2015,Fall,CS,361,Computer Systems,2699,Computer Science,33,27,18,3,5,0,0,0,0,0,4,"Taylor, Cynthia B",90
2015,Fall,CS,362,Computer Design,2699,Computer Science,30,29,23,4,1,0,0,0,0,0,3,"Theys, Mitchell D",90
2015,Fall,CS,377,Communication and Ethics,2699,Computer Science,31,31,2,1,0,0,1,0,0,0,3,"Sloan, Robert Hal",69
2015,Fall,CS,385,Operating Systems,2699,Computer Science,35,27,11,3,6,0,4,0,0,0,4,"Taylor, Cynthia B",90
2015,Fall,CS,411,Artificial Intelligence I,2699,Computer Science,26,26,13,2,0,0,0,0,0,0,3,"Gmytrasiewicz, Piotr",70
2015,Fall,CS,412,Intro to Machine Learning,2699,Computer Science,25,20,2,2,0,0,0,0,0,0,2,"Ziebart, Brian D",51
2015,Fall,CS,424,Visual Analytics,2699,Computer Science,11,5,10,3,0,0,0,0,0,0,7,"Johnson, Andrew E",36
2015,Fall,CS,425,Computer Graphics I,2699,Computer Science,5,3,4,2,5,0,0,0,0,0,5,"Kenyon, Robert V",24
2015,Fall,CS,440,Software Engr I,2699,Computer Science,61,26,4,1,0,0,0,0,0,0,1,"Bell, John T",93
2015,Fall,CS,441,Cloud Computing Objects,2699,Computer Science,17,19,18,5,1,0,0,0,0,0,0,"Grechanik, Mark",60
2015,Fall,CS,442,Software Engineering II,2699,Computer Science,4,5,1,0,0,0,0,0,0,0,2,"Bell, John T",12
2015,Fall,CS,450,Intro to Networking,2699,Computer Science,13,12,10,2,1,0,3,0,0,0,6,"Kanich, Chris",47
2015,Fall,CS,474,Obj-Oriented Langs & Envs,2699,Computer Science,15,17,17,11,2,0,0,1,0,0,5,"Buy, Ugo A",68
2015,Fall,CS,474,Obj-Oriented Langs & Envs,2699,Computer Science,12,13,10,3,1,0,0,0,0,0,1,"Grechanik, Mark",40
2015,Fall,CS,480,Database Systems,2699,Computer Science,12,21,16,5,0,0,1,0,0,0,4,"Wolfson, Ouri",59
2015,Fall,CS,487,Secure Computer Systems,2699,Computer Science,0,0,0,0,0,0,0,49,0,0,0,"Venkatesan Natarajan, Venkatakrishnan",49
2015,Fall,CS,514,App Artificial Intelligence,2699,Computer Science,12,0,0,0,0,0,0,0,0,0,1,"Gmytrasiewicz, Piotr",13
2015,Fall,CS,521,Stat Natural Lang Processing,2699,Computer Science,9,10,0,0,0,0,0,0,0,0,0,"Di Eugenio, Barbara",19
2015,Fall,CS,522,Human-Computer Interaction,2699,Computer Science,21,4,5,0,0,0,0,0,0,0,0,"Marai, Georgeta-Elisabeta",30
2015,Fall,CS,545,Formal Meth/Concur&Dist Systms,2699,Computer Science,7,4,1,0,0,0,0,0,0,0,0,"Sistla, Aravinda Prasad",12
2015,Fall,CS,554,Concurrent Computing Systms,2699,Computer Science,8,8,0,0,0,0,0,0,0,0,0,"Murata, Tadao",16
2015,Fall,CS,583,Data Mining & Text Mining,2699,Computer Science,15,15,4,0,0,0,0,0,0,0,1,"Liu, Bing",35
2015,Fall,CS,584,Advanced Data Mining,2699,Computer Science,12,2,0,0,0,0,0,0,0,0,0,"Yu, Philip S",14
2015,Fall,CS,586,Data and Web Semantics,2699,Computer Science,8,4,0,0,0,4,0,0,0,0,0,"Cruz, Isabel",16
2015,Fall,CS,587,Computer Systems Security,2699,Computer Science,11,12,7,0,0,0,0,0,0,0,0,"Solworth, Jon A",30
2015,Fall,ECE,566,Parallel Processing,2699,Computer Science,16,6,0,0,0,0,0,0,0,0,0,"Kshemkalyani, Ajay D",22
2016,Spring,CS,100,Discovering Computer Science,2699,Computer Science,15,19,6,1,0,0,0,0,0,0,1,"Hogan, Douglas Joseph",42
2016,Spring,CS,107,Intro Comp & Programming,2699,Computer Science,6,30,36,15,4,0,0,0,0,0,16,"Hogan, Douglas Joseph",107
2016,Spring,CS,109,Prog for Engineers w/MatLab,2699,Computer Science,59,103,27,11,13,0,0,3,0,0,16,"Bell, John T",232
2016,Spring,CS,111,Program Design I,2699,Computer Science,47,20,11,4,3,0,0,0,0,0,0,"Reed, Dale F",85
2016,Spring,CS,111,Program Design I,2699,Computer Science,53,43,12,7,6,0,0,0,0,0,7,"Taylor, Cynthia B",128
2016,Spring,CS,141,Program Design II,2699,Computer Science,51,38,38,10,15,0,1,0,0,0,23,"Reed, Dale F",176
2016,Spring,CS,151,Foundations of Computing,2699,Computer Science,5,32,66,20,7,0,1,0,0,0,18,"Hogan, Douglas Joseph",149
2016,Spring,CS,201,Discrete Structures I,2699,Computer Science,7,6,5,3,0,0,0,0,0,0,4,"Theys, Mitchell D",25
2016,Spring,CS,211,Programming Practicum,2699,Computer Science,54,27,8,5,4,0,0,0,0,0,9,"Troy, Patrick A",107
2016,Spring,CS,251,Data Structures,2699,Computer Science,0,0,0,0,0,0,0,109,0,0,16,"Lillis, John P",125
2016,Spring,CS,261,Machine Organization,2699,Computer Science,29,35,30,6,6,0,1,0,0,0,15,"Theys, Mitchell D",122
2016,Spring,CS,301,Languages and Automata,2699,Computer Science,24,32,31,17,2,0,3,2,0,0,0,"Lillis, John P",111
2016,Spring,CS,341,Programming Language Concepts,2699,Computer Science,37,15,7,5,6,0,7,0,0,0,2,"Hummel, Joseph E",79
2016,Spring,CS,342,Software Design,2699,Computer Science,53,38,19,7,2,0,0,0,0,0,0,"Troy, Patrick A",119
2016,Spring,CS,361,Computer Systems,2699,Computer Science,29,32,20,2,5,0,10,0,0,0,1,"Kanich, Chris",99
2016,Spring,CS,362,Computer Design,2699,Computer Science,25,42,11,4,2,0,0,0,0,0,6,"Theys, Mitchell D",90
2016,Spring,CS,377,Communication and Ethics,2699,Computer Science,69,5,3,0,1,0,0,0,0,0,0,"Reed, Dale F",78
2016,Spring,CS,385,Operating Systems,2699,Computer Science,35,22,14,15,5,0,1,0,0,0,3,"Taylor, Cynthia B",95
2016,Spring,CS,411,Artificial Intelligence I,2699,Computer Science,16,9,6,3,3,0,0,0,0,0,3,"Zhang, Xinhua",40
2016,Spring,CS,412,Intro to Machine Learning,2699,Computer Science,18,14,3,0,2,0,0,0,0,0,4,"Ziebart, Brian D",41
2016,Spring,CS,421,Language Processing,2699,Computer Science,25,14,3,2,0,0,0,0,0,0,1,"Di Eugenio, Barbara",45
2016,Spring,CS,422,User Interface Design,2699,Computer Science,12,10,8,2,1,0,0,0,0,0,3,"Johnson, Andrew E",36
2016,Spring,CS,426,Video Game Design,2699,Computer Science,22,5,4,0,0,0,0,0,0,0,4,"Marai, Georgeta-Elisabeta",35
2016,Spring,CS,440,Software Engr I,2699,Computer Science,22,14,4,0,0,0,0,0,0,0,1,"Bell, John T",41
2016,Spring,CS,442,Software Engineering II,2699,Computer Science,19,11,3,1,0,0,0,0,0,0,0,"Bell, John T",34
2016,Spring,CS,450,Intro to Networking,2699,Computer Science,7,10,9,0,0,0,0,0,0,0,3,"Vamanan, Balajee",29
2016,Spring,CS,473,Compiler Design,2699,Computer Science,19,13,3,0,0,0,0,0,0,0,2,"Hummel, Joseph E",37
2016,Spring,CS,474,Obj-Oriented Langs & Envs,2699,Computer Science,21,14,3,3,1,0,0,0,0,0,5,"Troy, Patrick A",47
2016,Spring,CS,478,Development of Mobile Apps,2699,Computer Science,40,17,10,9,0,0,1,0,0,0,4,"Buy, Ugo A",81
2016,Spring,CS,480,Database Systems,2699,Computer Science,31,24,6,1,2,0,0,0,0,0,3,"Gjomemo, Rigel",67
2016,Spring,CS,491,Intro to Data Science,2699,Computer Science,12,10,2,0,0,0,0,0,0,0,1,"Cruz, Isabel",25
2016,Spring,CS,491,Intro to Data Science,2699,Computer Science,14,14,6,1,0,0,0,0,0,0,0,"Sistla, Aravinda Prasad",35
2016,Spring,CS,502,Computational Biology,2699,Computer Science,15,0,0,0,0,0,0,0,0,0,0,"Berger-Wolf, Tanya Yonit",15
2016,Spring,CS,511,Artificial Intelligence II,2699,Computer Science,12,0,0,0,0,0,0,0,0,0,0,"Gmytrasiewicz, Piotr",12
2016,Spring,CS,514,App Artificial Intelligence,2699,Computer Science,18,0,0,0,0,0,0,0,0,0,0,"Gmytrasiewicz, Piotr",18
2016,Spring,CS,523,Multimedia Systems,2699,Computer Science,11,0,0,0,0,0,0,0,0,0,0,"Lyons, Leilah B",11
2016,Spring,CS,553,Distributed Systems,2699,Computer Science,23,9,3,0,0,0,0,0,0,0,0,"Kshemkalyani, Ajay D",35
2016,Spring,CS,581,Database Management Systms,2699,Computer Science,28,12,0,0,0,0,0,0,0,0,0,"Wolfson, Ouri",40
2016,Spring,CS,588,Networked & Dist Syst Security,2699,Computer Science,16,4,0,0,1,0,0,0,0,0,0,"Solworth, Jon A",21
2016,Spring,CS,594,Advanced & Persistent Threats,2699,Computer Science,10,0,0,0,0,0,1,0,0,0,0,"Venkatesan Natarajan, Venkatakrishnan",11
2016,Spring,CS,594,Intro to Computer Security,2699,Computer Science,6,6,0,0,1,0,3,0,0,0,0,"Zuck, Lenore D",16
2016,Spring,CS,594,Science of Dialogue Systems,2699,Computer Science,11,4,0,0,0,0,0,0,0,0,0,"Di Eugenio, Barbara",15
2016,Spring,ECE,469,Computer Systems Design,2699,Computer Science,38,23,2,2,0,0,0,0,0,0,0,"Rao, Wenjing",65
2016,Spring,IT,202,Web & Multimedia Technology,2699,Computer Science,13,4,5,5,0,0,0,0,0,0,3,"Hayes, David P",30
2016,Summer,CS,109,Prog for Engineers w/MatLab,2699,Computer Science,8,8,3,0,1,0,1,0,0,0,2,"Bell, John T",23
2016,Summer,CS,141,Program Design II,2699,Computer Science,8,5,8,4,0,0,0,1,0,0,3,"Lillis, John P",29
2016,Summer,CS,151,Foundations of Computing,2699,Computer Science,5,4,6,1,1,0,0,1,0,0,2,"Lillis, John P",20
2016,Summer,CS,301,Languages and Automata,2699,Computer Science,7,6,4,1,0,0,0,0,0,0,0,"Retterer-Moore, John",18
2016,Summer,CS,480,Database Systems,2699,Computer Science,35,9,4,1,0,0,1,0,0,0,2,"Hummel, Joseph E",52
2016,Fall,CS,100,Discovering Computer Science,2699,Computer Science,13,29,6,2,0,0,0,0,0,0,4,"Hogan, Douglas Joseph",54
2016,Fall,CS,107,Intro Comp & Programming,2699,Computer Science,14,18,17,11,5,0,0,0,0,0,8,"Theys, Mitchell D",73
2016,Fall,CS,109,Prog for Engineers w/MatLab,2699,Computer Science,60,66,35,7,13,0,0,15,0,0,12,"Bell, John T",208
2016,Fall,CS,111,Program Design I,2699,Computer Science,12,4,1,3,3,0,0,0,0,0,4,"Berger-Wolf, Tanya Yonit",27
2016,Fall,CS,111,Program Design I,2699,Computer Science,16,9,9,0,3,0,2,0,0,0,6,"Sloan, Robert Hal",45
